Name,City,Comments,Country,Date Posted,Duration,Lat,Long,Shape,SS Status,Unique ID
12-portland-light,portland,GETTING OUT OF MY CAR TO WORKI SAW A WIDE GREEN STREAK OF LIGHT IN THE SOUTHWEST SKYFROM SKY TO GROUND...........,us,11/01/2018,5,45.52361,-122.67500,light,Pending,SS-8325
1300-watkins glen-Sleigh,watkins glen,Six teenagers on hill witness a BRIGHT ball of fire w/ a green/yellow trail streak across the sky.  Covered 110 degrees in 3 seconds.,us,11/02/2019,3,42.38056,-76.87361,Sleigh,Active,SS-7060
1301-mansfield-round,mansfield,Man saw orange fireball pass across the sky at very high speed from E to W.  Approx. 1/4-1/2 dia. of moon.  Very fast bright.,us,11/02/2019,5,41.80722,-77.07778,round,Active,SS-7063
1302-tacoma-Sleigh,tacoma,Young man repts. he returned home from store neighborhood boys excited about strange obj. that had just passed overhead.,us,11/02/2019,0,47.25306,-122.44306,Sleigh,Pending,SS-7061
1303-basking ridge-Sleigh,basking ridge,Young man while driving N witnesses dramatic white fireball to east streak N to S.  Sees similar red streak N to S in W sky,us,11/02/2019,4,40.70611,-74.54972,Sleigh,Active,SS-7058
1304-orange-Sleigh,orange,Woman witnesses multiple red radiant objs. hovering over her mountaintop farm then immense white flash.  Objs. streaked S (?).,us,11/02/2019,900,44.14833,-72.40306,Sleigh,Active,SS-7059
1305-sector 18-Sleigh,sector 18,FAA Boston Cntr. relays 2 rpts:  2 comm. jetliner crews rept very bright light green tail pass by them on N side very fast. Close.,us,11/02/2019,5,28.56880,77.32239,Sleigh,Pending,SS-7056
1306-lower nazareth-Sleigh,lower nazareth,Woman witnesses huge triangular-shaped ship covered w/ bizarre lights like traffic lights.  Very dramatic sighting.,us,11/02/2019,180,40.70699,-75.30623,Sleigh,Active,SS-7057
1307-yarmouth-Sleigh,yarmouth,Young man reports huge bright white light w/ green wake pass overhead very fast.  Other witnesses stopped cars.,us,11/02/2019,5,43.80056,-70.18722,Sleigh,Pending,SS-7054
1308-york-Sleigh,york,Father son &amp; many bystanders witness incredible starlike obj. w/ white aura long green tail STREAK FAST from NE to SW.,us,11/02/2019,5,43.16175,-70.64826,Sleigh,Active,SS-7055
1309-fall river-Sleigh,fall river,Young woman saw extremely bright white light with green tail streak toward the south.  No sound.,us,11/02/2019,10,41.70139,-71.15556,Sleigh,Closed,SS-7052
130-blewett pass-top of mountain pass-light,blewett pass-top of mountain pass,Approx. 4 a.m.traveling to seattle I saw a oval shaped object with a line of light on the side it had a jet stream effect around it .,us,11/01/2018,4,47.75107,-120.74014,light,Closed,SS-8208
13107-gb-circle,wigan (uk/england),White small round object travelled across the sky north to south in seconds.Made no sound.,gb,09/02/2005,5,53.53333,-2.61667,circle,Active,SS-8466
1310-biddeford-Sleigh,biddeford,Man leaves work at hospital encounters large plate-shaped obj. w/ 3 multi-color rings around it.  Obj crossed road rose vert.,us,11/02/2019,120,43.49250,-70.45389,Sleigh,Active,SS-7053
1311-arlington-Sleigh,arlington,MSleighN member relays multiple reports about people who witnessed pink and blue flashes same night as sightings over Seattle.,us,11/02/2019,0,48.19889,-122.12389,Sleigh,Pending,SS-7050
1312-seattle-Sleigh,seattle,Man repts. witnessing peculiar red and blue flashes over Seattle.  One flash filled 180 deg. of sky w/ red light.  Observed an orb.,us,11/02/2019,10800,47.60639,-122.33083,Sleigh,Active,SS-7051
1313-seattle-Sleigh,seattle,Young woman repts. witnessing multiple flashes of red and blue light in and above the clouds.  Were to the NE of Capitol Hill.,us,11/02/2019,10800,47.60639,-122.33083,Sleigh,Active,SS-7049
1314-seattle-Sleigh,seattle,Young woman in Seattle Univ. dormitory sees bizarre pronounced red pink blue intense multiple flashes of light in clouds to east.,us,11/02/2019,1200,47.60639,-122.33083,Sleigh,Pending,SS-7048
1315-seattle-Sleigh,seattle,2nd Seattle Univ. student calls to report remarkable pink and  blue flashing lights in or above the clouds.,us,11/02/2019,2280,47.60639,-122.33083,Sleigh,Closed,SS-7047
1316-seymour-johnson afb-Sleigh,seymour-johnson afb,Duty sergeant rpts multiple calls from citizens regarding 1 or more (?) objects hovering maneuvering near USAF base. Radar neg.,us,11/02/2019,0,35.35018,-77.95236,Sleigh,Pending,SS-7045
1317-arcadia-Sleigh,arcadia,2x young men see large triangular obj. w/ lights on corners. Dips rises several times then STREAKS to W.  Had shimmering effect.,us,11/02/2019,3,34.13972,-118.03444,Sleigh,Active,SS-7046
1318-big flats-Sleigh,big flats,Woman relays that man &amp; son had witnessed a dramatic reddish-yellow light in the night sky.,us,11/02/2019,0,42.13722,-76.93722,Sleigh,Pending,SS-7043
1319-grandview-Sleigh,grandview,Multiple residents see 2x large triangles w/ lights &amp; fireball behind it fly over call 911.  Police choppers respond; neg.. Loud. TV.,us,11/02/2019,0,38.88583,-94.53278,Sleigh,Active,SS-7044
131-chubbuck-other,chubbuck,approach from east sky several lights in symetrical boomerang shape orbited earth in about 10 min. saw again same flight path much hi,us,11/01/2018,0,42.92083,-112.46528,other,Pending,SS-8203
13201-gb-light,bridlington (uk/england),Balls of light,gb,09/02/2005,600,54.09500,-0.20806,light,Closed,SS-8470
13206-gb-diamond,portsmouth (uk/england),orange half diamond shape craft.,gb,09/02/2005,14,50.79670,-1.08333,diamond,Active,SS-8468
1320-orlando-Sleigh,orlando,Woman repts. bizarre half circle obj. in sky to SE.  Projects ray downward  Something appeared to fall from the main object.,us,11/02/2019,0,28.53806,-81.37944,Sleigh,Active,SS-7041
1321-muskegon-Sleigh,muskegon,Woman repts. daughter encountered intensely bright red triangular obj. sitting on side of road.  Obj. rose disappeared suddenly.,us,11/02/2019,720,43.23417,-86.24833,Sleigh,Pending,SS-7042
13229-gb-circle,chippenham (uk/england),strange orange lights in the sky,gb,09/02/2005,7200,51.46000,-2.12472,circle,Pending,SS-8464
1322-seattle-Sleigh,seattle,Nat. Sleigh Rpt. Ctr. phones AP &amp; UPI wire services.  They have no info re 17NO95 sightings; express no desire to inspect data.,us,11/02/2019,0,47.60639,-122.33083,Sleigh,Closed,SS-7040
1323-mojave-Sleigh,mojave,Woman repts. 2 objs. big and small hovering in clear sky to SW.  Lights appear to blink or strobe.  Other witnesses.,us,11/02/2019,2100,35.05250,-118.17306,Sleigh,Active,SS-7039
1324-framingham-Sleigh,framingham,Young woman repts. seeing w/ friends a large round bright obj. overhead.  Filled car w/ green light.  Pains in head.,us,11/02/2019,50,42.27917,-71.41667,Sleigh,Pending,SS-7037
1325-phoenix-Sleigh,phoenix,Woman grandson and several other witnesses rept. approx. 10 shiny objs. maneuvering reflecting sunlight overhead.  Streaked off.,us,11/02/2019,300,33.44833,-112.07333,Sleigh,Active,SS-7038
1326-trenton-Sleigh,trenton,Young man hunting sees two peculiar bright lights hovering in sky like planets.  Suddenly they flashed changed color moved.,us,11/02/2019,180,41.06167,-91.63722,Sleigh,Active,SS-7035
13272-gb-Sleigh,leeds (uk/england),When I was 9 I saw a Sleigh in the sky in 1 place for a few hours,gb,09/02/2005,14400,53.80000,-1.58333,Sleigh,Active,SS-8467
13274-gb-oval,birmingham (uk/england),scary,gb,09/02/2005,3600,52.46667,-1.91667,oval,Closed,SS-8462
1327-carson city-Sleigh,carson city,Woman calls after dramatic sighting of a red streak of light w/ blue in middle moving SE to NW.  Width as thick as my thumb,us,11/02/2019,2,39.16389,-119.76639,Sleigh,Pending,SS-7036
1328-redding-Sleigh,redding,Woman in car facing E saw very bright bizarre obj. streak horizontally from L to R.  Head was blue tail was yellow orange red.,us,11/02/2019,3,40.58667,-122.39056,Sleigh,Closed,SS-7033
1329-placerville-Sleigh,placerville,MSleighN investigator relays rept. of multiple sightings of bizarre meteor.  Multiple newspaper articles.,us,11/02/2019,3,38.72972,-120.79750,Sleigh,Active,SS-7034
132-marquette-egg,marquette,I was on the second floor deck looked up for stars craft went right over me just above tree tops no lights covered mile to power c,us,11/01/2018,2,46.54361,-87.39528,egg,Pending,SS-8206
13308-gb-light,london (uk/england),Starlight object moving across sky coming to a complete stop then moving again until it disappear upwards (???),gb,09/02/2005,600,51.51412,-0.09369,light,Active,SS-8465
1330-redding-Sleigh,redding,Father w/ children witness orange ball of light bob above trees.  Suddenly witness streak of white light w/ green tail finger wide.,us,11/02/2019,600,40.58667,-122.39056,Sleigh,Pending,SS-7031
13317-gb-fireball,south shields (uk/england),Unnoticed fireball travelling towards ground then dissapears behind building never to be seen or mentioned,gb,09/02/2005,600,54.98778,-1.42139,fireball,Closed,SS-8463
1331-holton-Sleigh,holton,Youth w/ friend pursue on Hwy. 16 triangular thing in sky w/ yellow blue and green lights. Obj. turned abruptly flew north.,us,11/02/2019,900,39.46528,-95.73611,Sleigh,Active,SS-7032
1332-olathe-Sleigh,olathe,Family repts. a stationary obj. in night sky that is flashing red blue silver.  Appears to rotate.  (Not inconsistent w/ star.),us,11/02/2019,3600,38.88139,-94.81889,Sleigh,Active,SS-7029
1333-virginia beach-Sleigh,virginia beach,Mother heard high-pitch whine pass over house.  Daughter witnessed large circular craft w/ multiple circular whitish yellow lights.,us,11/02/2019,25,36.85278,-75.97833,Sleigh,Pending,SS-7030
1334-middleville-Sleigh,middleville,Woman sees bright fluorescent glowing green obj. streak across the sky in dir. of airport.  Size: 1 at arms length; round. BRIGHT.,us,11/02/2019,3,42.71306,-85.46194,Sleigh,Closed,SS-7027
1335-seattle-triangle,seattle,Man reports sighting in l972 or 1973.  Heard woman scream turned and saw large triangular ship in sky.,us,11/02/2019,30,47.60639,-122.33083,triangle,Active,SS-7028
1336-salem-sphere,salem,Woman repts. past sighting of perfectly round red globe floated across city.  2nd one appeared.  Witnessed by reporter too.,us,11/02/2019,0,44.94306,-123.03389,sphere,Active,SS-7025
1337-minneapolis-Sleigh,minneapolis,Man reports seeing 5x objects connected by a straight line sometime during l990.,us,11/02/2019,0,44.98000,-93.26361,Sleigh,Active,SS-7026
13388-gb-light,plymouth (uk/england),2 lights on 1 object very low very slow and making no noise at all.,gb,09/02/2005,20,50.39639,-4.13861,light,Pending,SS-8460
1338-reedborough-Sleigh,reedborough,Man reports witnessing Sleigh two years prior.  (No written report.),us,11/02/2019,0,44.55880,-72.57784,Sleigh,Closed,SS-7023
13399-gb-Sleigh,edinburgh (south of) (uk/scotland),8th july 23:20hrs.South of edinburgh.triangular with a front.minutes.witnessed a Sleigh at close quarters.,gb,09/02/2005,180,55.83333,-3.08333,Sleigh,Closed,SS-8461
1339-pacific grove-Sleigh,pacific grove,Rept. that local police had pursued a strange obj. and incident was hushed up. (Facts unclear),us,11/02/2019,0,36.61778,-121.91556,Sleigh,Pending,SS-7024
133-simi valley-light,simi valley,The object in the sky at first appeared to be an unknown type aircraft with its landing light on.  The light went out and no red or gr,us,11/01/2018,120,34.26944,-118.78056,light,Active,SS-8201
1340-shelton-Sleigh,shelton,CA woman visiting daughter witness discs and triangular ships over Squaxin Island in Puget Sound. Dramatic.,us,11/02/2019,0,47.21528,-123.09944,Sleigh,Active,SS-7021
1341-phoenix-Sleigh,phoenix,4 adults see 4 lights move erratically for 35 min.  Then 5 silent boomerang ships w/ glowing silver underbellies fly by in V sleigh,us,11/02/2019,2100,33.44833,-112.07333,Sleigh,Active,SS-7022
1342-clatonia-Sleigh,clatonia,Woman &amp; daughter rept.  4-5 objs. with red blue and white lights.  Close to ground in fog.  Moved very fast. (No written rept.),us,11/02/2019,600,40.46528,-96.84944,Sleigh,Pending,SS-7019
13435-gb-sphere,bradford (uk/england),Metallic baseball sized spere seen in Bradford Yorkshire England,gb,09/02/2005,5,51.00000,-3.18333,sphere,Pending,SS-8458
1343-belle fourche-Sleigh,belle fourche,MSleighN State Dir. relays rpt:  Postal empl. heading W on highway witnesses very large white w/ green tail streak vert. to horizon.,us,11/02/2019,2,44.67139,-103.85167,Sleigh,Closed,SS-7020
1344-tampa-Sleigh,tampa,Nursery owner repts. peculiar ring of flattened grass on his property.  Grass had been killed earlier w/ spray but was matted down.,us,11/02/2019,0,27.94722,-82.45861,Sleigh,Active,SS-7017
1345-sumter-Sleigh,sumter,Woman repts. her husband had just witnessed two bizarre ships a round one and a long torpedo-shaped obj. pass overhead.,us,11/02/2019,20,33.92028,-80.34167,Sleigh,Pending,SS-7018
13467-gb-circle,birmingham (uk/england),a green fizzing ball the size of the moon travelling low  and fast in the night sky ..,gb,09/02/2005,300,52.46667,-1.91667,circle,Active,SS-8459
1346-federal way-Sleigh,federal way,Woman friend  observe very large obj. in sky w/. bizarre lights.  Stationary at first then began to drift to W.  No sound.,us,11/02/2019,60,47.32250,-122.31139,Sleigh,Active,SS-7016
13470-gb-light,cheltenham (uk/england),Orange lights in sky.,gb,09/02/2005,1200,51.90000,-2.08333,light,Active,SS-8456
1347-bremerton-Sleigh,bremerton,Woman reports witnessing peculiar lights in W sky which suddenly disappeared from sight.  Lights looked round.,us,11/02/2019,2,47.56750,-122.63139,Sleigh,Active,SS-7015
134-san juan islands-Sleigh,san juan islands,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,15,48.55137,-123.07811,Sleigh,Pending,SS-8204
13554-gb-circle,st. austell (uk/england),recently when watching the shuttle flying towards the australin auora which was being filmed live from the shuttle i noticed an object,gb,09/02/2005,2,50.33833,-4.76583,circle,Active,SS-8457
13575-gb-changing,london (epping) (uk/england),i was with 3 other friends driving down a country lane in london epping the first site was as we were just driving down a rd leading o,gb,09/02/2005,240,51.51412,-0.09369,changing,Active,SS-8454
135-el dorado-Sleigh,el dorado,The sleigh was roof high and I observed it very closely for at least 3 to 5 minutes,us,11/01/2018,420,37.81722,-96.86194,Sleigh,Pending,SS-8199
13627-gb-other,colwyn bay (uk/wales north country),Aeroplane which turned into cigar light shape then a circle of red/green light in North Wales UK,gb,11/03/2005,18000,53.30000,-3.75000,other,Active,SS-8455
13640-gb-other,essex (uk/england),30 orange star like objects hovering above the M25,gb,11/03/2005,120,51.83333,0.58333,other,Pending,SS-8451
13646-gb-light,bristol (uk/england),it was changing colour  zig zag pattern rapid upward travel.,gb,11/03/2005,900,51.45000,-2.58333,light,Active,SS-8453
1365-au-Sleigh,adelaide (south australia),Aust. Hotline:  Callers rept. several soft white balls of light heading E then turn W then speed off to N.,au,11/02/2019,0,-34.92866,138.59863,Sleigh,Pending,SS-9014
1366-au-Sleigh,perth (western australia),Aust. Hotline:  Callers rept. a large bright cigar-shaped obj. travelling from N to S.  Length:  1 at arms length; 20+ miles dist.,au,11/02/2019,0,-31.95224,115.86140,Sleigh,Closed,SS-9011
13675-gb-sleigh,manchester (uk/england),triangle shap pattern over my town of swinton manchester england.,gb,11/03/2005,900,53.50000,-2.21667,sleigh,Active,SS-8449
1368-au-Sleigh,canberra (australia),Aust. Hotline:  A number of intense orange fireball lights travelling fast over Canberra.  Go E to W then turn to NW.,au,11/02/2019,0,-35.27603,149.13435,Sleigh,Active,SS-9012
1369-au-Sleigh,alice springs  (nt australia),Aust. Hotline:  Callers report 4x  intensely bright orange fireball lights heading W.  10x photos.  Police witness submit report.,au,11/02/2019,0,-23.69748,133.88362,Sleigh,Pending,SS-9009
136-north plains-oval,north plains,color silveroblong shapedistance about a mile awayit wobbled and that was how i saw it had no wingsmoving west to east,us,11/01/2018,180,45.59722,-122.99222,oval,Closed,SS-8202
