Return ID,Size,Gender,Item Code,Item Description,Return Description,Brand,Return Type,Date logged,City,Area Code,Origin,Stage,Sub Status,Returned Successfully,Satisfaction,Within SLA,Closed date
347,M,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/11/2019,Birmingham,B17 8DH,In Store,Stage 3,Decision Pending,FALSE,4,FALSE,01/12/2019
348,L,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/12/2019,Birmingham,B15 1PJ ,Letter,Completed,Upheld,FALSE,6,TRUE,16/12/2019
349,XL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,General Return,01/01/2019,Birmingham,B26 3UF ,Chat,Stage 1,Rejected,TRUE,1,TRUE,16/01/2019
350,XXL,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/02/2019,Birmingham,B8 1AN,Phone,Stage 2,Closed,TRUE,1,FALSE,02/05/2019
351,S,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/03/2019,Birmingham,B28 8SH ,Web,Stage 3,Acknowledged,FALSE,7,TRUE,16/03/2019
352,M,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/04/2019,Birmingham,B28 8SJ ,In Store,Completed,In Progress,FALSE,3,TRUE,16/04/2019
353,L,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Unexpected Issue,01/05/2019,Birmingham,B15 1PL ,Letter,Stage 1,Decision Pending,FALSE,1,FALSE,30/07/2019
354,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/06/2019,Birmingham,B26 3UG ,Chat,Stage 2,Decision Pending,FALSE,7,TRUE,16/06/2019
355,XXL,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Unexpected Issue,01/07/2019,Birmingham,B8 1DX,Social,Stage 3,Upheld,FALSE,8,TRUE,16/07/2019
356,S,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,General Return,01/07/2019,Birmingham,B28 8SL ,In Store,Completed,Rejected,TRUE,1,TRUE,16/07/2019
357,M,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Customer Service Failure,01/09/2019,Birmingham,B17 8RP,Phone,Stage 1,Closed,TRUE,4,TRUE,16/09/2019
358,L,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Incorrect Fitting,01/10/2019,Birmingham,B15 1PQ ,Letter,Stage 2,Acknowledged,FALSE,6,TRUE,16/10/2019
359,XL,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,General Return,01/11/2019,Birmingham,B26 3YG ,Chat,Stage 3,In Progress,FALSE,0,FALSE,01/12/2019
360,XXL,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Incorrect Fitting,01/12/2019,Birmingham,B28 8SN ,Social,Completed,Decision Pending,FALSE,10,TRUE,16/12/2019
361,S,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/01/2019,Birmingham,B28 8SP ,In Store,Stage 1,Decision Pending,FALSE,1,TRUE,16/01/2019
362,L,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/07/2019,Birmingham,B17 0SS ,Phone,Stage 2,Upheld,FALSE,3,FALSE,29/09/2019
363,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Incorrect Fitting,01/03/2019,Birmingham,B15 1PT ,Letter,Stage 3,Rejected,TRUE,1,TRUE,16/03/2019
364,XL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/04/2019,Birmingham,B26 3YH,Chat,Completed,Closed,FALSE,0,FALSE,31/05/2019
365,XXL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Incorrect Fitting,01/05/2019,Birmingham,B8 1AW,Social,Stage 1,Acknowledged,FALSE,1,FALSE,30/06/2019
366,S,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Quality of Product,01/07/2019,Birmingham,B28 8ST ,Web,Stage 2,In Progress,FALSE,2,TRUE,16/07/2019
367,M,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Quality of Product,01/07/2019,Birmingham,B28 8SU ,Phone,Stage 3,Decision Pending,FALSE,7,TRUE,16/07/2019
368,L,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/08/2019,Birmingham,B15 1PU,Letter,Completed,Decision Pending,FALSE,0,FALSE,30/09/2019
369,XL,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,General Return,01/09/2019,Birmingham,B26 3BN ,In Store,Stage 1,Upheld,FALSE,8,TRUE,16/09/2019
370,XXL,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/10/2019,Birmingham,B8 1AQ,In Store,Stage 2,Rejected,TRUE,2,TRUE,16/10/2019
371,S,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Incorrect Fitting,01/11/2019,Birmingham,B28 8SW ,Web,Stage 3,Closed,TRUE,0,FALSE,30/01/2020
372,L,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/12/2019,Birmingham,B17 0ST ,Phone,Completed,Acknowledged,FALSE,3,TRUE,16/12/2019
373,L,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Unexpected Issue,01/01/2019,Birmingham,B15 2JG ,Letter,Stage 1,In Progress,FALSE,5,TRUE,16/01/2019
374,XL,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Unexpected Issue,01/02/2019,Birmingham,B28 8SX ,Chat,Stage 2,Decision Pending,FALSE,0,FALSE,02/05/2019
375,XXL,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Unexpected Issue,01/03/2019,Birmingham,B9 4ED ,Social,Stage 3,Decision Pending,FALSE,8,TRUE,16/03/2019
376,S,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,General Return,01/07/2019,Birmingham,B28 8SY ,Web,Completed,Upheld,FALSE,2,TRUE,16/07/2019
377,M,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Customer Service Failure,01/05/2019,Birmingham,B17 0SU ,Phone,Stage 1,Rejected,TRUE,2,TRUE,16/05/2019
378,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Incorrect Fitting,01/06/2019,Birmingham,B15 2JQ,Letter,Stage 2,Closed,TRUE,6,TRUE,16/06/2019
379,XL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,General Return,01/07/2019,Birmingham,B28 8SZ ,In Store,Stage 3,Acknowledged,FALSE,8,TRUE,16/07/2019
380,XXL,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/07/2019,Birmingham,B9 4EE,Social,Completed,In Progress,FALSE,0,FALSE,30/08/2019
381,S,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/09/2019,Birmingham,B28 8TB,Web,Stage 1,Decision Pending,FALSE,1,TRUE,16/09/2019
382,M,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/10/2019,Birmingham,B17 0TA ,Phone,Stage 2,Decision Pending,FALSE,7,TRUE,16/10/2019
383,L,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/11/2019,Birmingham,B16 8QQ,In Store,Stage 3,Upheld,FALSE,1,FALSE,30/01/2020
384,L,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/07/2019,Birmingham,B28 8QH ,Chat,Completed,Rejected,TRUE,2,TRUE,16/07/2019
385,XXL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/01/2019,Birmingham,B12 0SH,Social,Stage 1,Closed,TRUE,5,TRUE,16/01/2019
386,S,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/02/2019,Birmingham,B28 8QL ,Web,Stage 2,Acknowledged,FALSE,1,FALSE,02/05/2019
387,M,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Quality of Product,01/03/2019,Birmingham,B17 0TD ,Phone,Stage 3,In Progress,FALSE,4,TRUE,16/03/2019
388,L,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/04/2019,Birmingham,B28 8QN ,In Store,Stage 2,Decision Pending,FALSE,6,TRUE,16/04/2019
389,XL,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,General Return,01/05/2019,Birmingham,B26 3BP ,Chat,Stage 1,Decision Pending,FALSE,1,FALSE,30/07/2019
390,XXL,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Unexpected Issue,01/06/2019,Birmingham,B33 0RN ,Social,Stage 2,Upheld,FALSE,10,TRUE,16/06/2019
391,S,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Incorrect Fitting,01/07/2019,Birmingham,B28 9JJ ,Web,Stage 3,Rejected,TRUE,0,TRUE,16/07/2019
392,M,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/08/2019,Birmingham,B17 0TE ,Phone,Completed,Closed,FALSE,1,FALSE,30/09/2019
393,L,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Unexpected Issue,01/09/2019,Birmingham,B28 9JP ,Letter,Stage 1,Acknowledged,FALSE,5,TRUE,16/09/2019
394,XL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/10/2019,Birmingham,B28 9JR ,Chat,Stage 2,In Progress,FALSE,7,TRUE,16/10/2019
395,XXL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Unexpected Issue,01/07/2019,Birmingham,B33 0RT ,Social,Stage 3,Decision Pending,FALSE,1,FALSE,29/09/2019
396,L,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,General Return,01/12/2019,Birmingham,B28 9JU ,In Store,Completed,Decision Pending,FALSE,7,TRUE,16/12/2019
397,M,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Customer Service Failure,01/07/2019,Birmingham,B17 0TG ,Phone,Stage 1,Upheld,FALSE,4,TRUE,16/07/2019
398,L,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Incorrect Fitting,01/02/2019,Birmingham,B15 3QS,Phone,Stage 2,Rejected,TRUE,2,TRUE,16/02/2019
399,XL,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,General Return,01/03/2019,Birmingham,B28 9JX ,Chat,Stage 3,Closed,TRUE,8,TRUE,16/03/2019
400,XXL,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Incorrect Fitting,01/04/2019,Birmingham,B33 0RU ,In Store,Completed,Acknowledged,FALSE,1,TRUE,16/04/2019
401,S,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Incorrect Fitting,01/05/2019,Birmingham,B28 9JZ ,Web,Stage 1,In Progress,FALSE,1,FALSE,30/07/2019
402,M,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Quality of Product,01/07/2019,Birmingham,B17 0TS,Phone,Stage 2,Decision Pending,FALSE,3,TRUE,16/07/2019
403,L,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Incorrect Fitting,01/07/2019,Birmingham,B28 9LA ,Letter,Stage 3,Decision Pending,FALSE,5,TRUE,16/07/2019
404,XL,Men,Prod004,GAP - Mens jeans,The hems keep breaking and the belt loops do nto fit any belt.,GAP,Quality of Product,01/08/2019,Birmingham,B26 3DA ,Chat,Completed,Decision Pending,FALSE,1,FALSE,30/09/2019
405,XXL,Women,Prod005,Puma - Womens Runing Leggings,The product is far too big and the waist is unreasonably small.,Puma,Incorrect Fitting,01/09/2019,Birmingham,B33 0SA,Social,Stage 1,Rejected,TRUE,1,TRUE,16/09/2019
406,S,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/10/2019,Birmingham,B28 9LB ,Web,Stage 2,Closed,TRUE,2,TRUE,16/10/2019
407,M,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Quality of Product,01/07/2019,Birmingham,B17 0TZ,In Store,Stage 3,Acknowledged,FALSE,4,FALSE,29/09/2019
408,L,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/12/2019,Birmingham,B28 9LD ,In Store,Completed,In Progress,FALSE,7,TRUE,16/12/2019
409,L,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,General Return,01/07/2019,Birmingham,B26 3DB ,Chat,Stage 2,Decision Pending,FALSE,8,TRUE,16/07/2019
410,XXL,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Unexpected Issue,01/07/2019,Birmingham,B13 9YF,Social,Stage 2,Decision Pending,FALSE,0,FALSE,29/09/2019
411,S,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Incorrect Fitting,01/03/2019,Birmingham,B28 9LE ,Web,Stage 3,Upheld,FALSE,1,TRUE,16/03/2019
412,M,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/04/2019,Birmingham,B17 0UA,Phone,Completed,Rejected,TRUE,1,TRUE,16/04/2019
413,L,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Unexpected Issue,01/07/2019,Birmingham,B15 3HS,Letter,Stage 1,Closed,TRUE,1,FALSE,30/08/2019
414,XL,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/06/2019,Birmingham,B28 9LF ,Chat,Stage 2,Acknowledged,FALSE,7,TRUE,16/06/2019
415,XXL,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Unexpected Issue,01/07/2019,Birmingham,B11 4JL ,In Store,Stage 3,In Progress,FALSE,8,TRUE,16/07/2019
416,S,Men,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,General Return,01/07/2019,Birmingham,B28 9LH ,Web,Completed,Decision Pending,FALSE,1,FALSE,30/08/2019
417,M,Women,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Customer Service Failure,01/07/2019,Birmingham,B17 9NY ,In Store,Stage 1,Decision Pending,FALSE,4,TRUE,16/07/2019
418,L,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Incorrect Fitting,01/07/2019,Birmingham,B15 3TQ ,Letter,Stage 2,Upheld,FALSE,6,TRUE,16/07/2019
419,XL,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,General Return,01/11/2019,Birmingham,B26 3DL ,Chat,Stage 3,Rejected,TRUE,2,TRUE,16/11/2019
420,XXL,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Incorrect Fitting,01/07/2019,Birmingham,B11 4JN,Social,Completed,Closed,FALSE,0,FALSE,15/08/2019
421,S,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,Incorrect Fitting,01/01/2019,Birmingham,B28 9LL,Web,Stage 1,Acknowledged,FALSE,1,TRUE,16/01/2019
422,L,Mixed,Prod006,Stussy - Fitted T Shirt,The stitched logo keeps loosing threads and is coming apart.,Stussy,Quality of Product,01/07/2019,Birmingham,B17 9PA ,Phone,Stage 2,In Progress,FALSE,1,FALSE,29/09/2019
423,L,Men,Prod007,Street Fashion - Black Cargo Trousers,Pockets have huge holes in them.,Street Fashion,Incorrect Fitting,01/07/2019,Birmingham,B15 3TY,Letter,Stage 3,Decision Pending,FALSE,5,TRUE,16/07/2019
424,XL,Women,Prod008,Tattoo - Branded Skate Dress,Print on the item is cracking badley.,Tattoo,Quality of Product,01/04/2019,Birmingham,B26 3DN,Chat,Completed,Decision Pending,FALSE,7,TRUE,16/04/2019
425,XXL,Mixed,Prod009,Thrasher - T Shirt,I realised that the product whas not what I was looking for.,Thrasher,Incorrect Fitting,01/05/2019,Birmingham,B31 4AU,Social,Stage 1,Upheld,FALSE,0,FALSE,30/06/2019
426,S,Men,Prod010,Palm - Hawiaan Shirt,The product was delivered in triplicate for no reason.,Palm,Quality of Product,01/06/2019,Birmingham,B28 8AB ,In Store,Stage 2,Rejected,TRUE,3,TRUE,16/06/2019
427,M,Women,Prod011,JawBreaker - Alternative Dress,The dress is far too short and does not match the style guide.,JawBreaker,Quality of Product,01/07/2019,Birmingham,B17 9PD ,Phone,Stage 3,Closed,TRUE,4,TRUE,16/07/2019
428,L,Mixed,Prod012,Keep Calm - Skate Hoodie,The sleeves on the hoodie are very badly stitched.,Keep Calm,Quality of Product,01/08/2019,Birmingham,B15 3UP ,In Store,Completed,Acknowledged,FALSE,1,FALSE,15/09/2019
429,XL,Mixed,Prod013,Vans - Hoodie,The hoodie is not the style I expected at all.,Vans,General Return,01/09/2019,Birmingham,B28 8AD ,Chat,Stage 1,In Progress,FALSE,8,TRUE,16/09/2019
430,XXL,Women,Prod014,DC - Womens Skate Shoes,The shoes are great but are just not the right style.,DC,Unexpected Issue,01/10/2019,Birmingham,B24 0EP,Social,Stage 2,Decision Pending,FALSE,7,TRUE,16/10/2019
431,S,Mixed,Prod015,Vans - Unisex Checked Shoes,These are registered as unisex but are definitly far more masculine than feminine.,Vans,Incorrect Fitting,01/11/2019,Birmingham,B28 8AE ,Web,Stage 3,Decision Pending,FALSE,1,FALSE,01/12/2019
432,M,Men,Prod002,Santa Cruz - Branded Womens Shirt,Your customer service was just inexcusibly terrible. I cant use ths product in good conscience.,Santa Cruz,Quality of Product,01/12/2019,Birmingham,B17 9PE,Phone,Completed,Upheld,FALSE,3,TRUE,16/12/2019
433,L,Men,Prod001,Blind - Branded mens Skate Shirt,The item just didn’t fit correctly and I need to exchange for a new one.,Blind,Unexpected Issue,01/07/2019,Birmingham,B15 3UR,Letter,Stage 1,Rejected,TRUE,1,TRUE,16/07/2019
434,XL,Women,Prod002,Santa Cruz - Branded Womens Shirt,The product was not stitched together correctly and I'd like to exchange.,Santa Cruz,Unexpected Issue,01/02/2019,Birmingham,B26 1JP ,In Store,Stage 2,Closed,TRUE,1,FALSE,02/05/2019
435,XXL,Mixed,Prod003,World Industries - Branded Hoodie,The item was far too smal. I think the size guide is incorrect.,World Industries,Unexpected Issue,01/03/2019,Birmingham,B31 3BQ,Social,Stage 3,Acknowledged,FALSE,8,TRUE,16/03/2019
